Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Southwinds,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-southwinds-garia-kolkata-south-1295-sq-ft-spid-O81735392,3 BHK Flat,82 Lac,"1,295 sqft",Super Built-up Area,"6,332 /sqft","Garia, Kolkata","Lions vidyamandir within 1km
Recently Renovated
+2","This beautiful 3 bhk flat in garia, kolkata south is situated in southwinds, one of the popular residential society in kolkata south. This is a south-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1285 sq.Ft. This flat is situated on the 8th floor of this 18 floors tall residential build...",O81735392,"Southwds, Garia, Kolkata",Southwinds,,"['1 Wardrobe', '8 Fan', '15 Light', '1 Modular Kitchen']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Recently Renovated', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Government Hospital', 'Subhas gram railway station', 'Mallikpur railway station']",['Park/Garden'],3 Bedrooms,3 Bathrooms,1 Balcony,,10th   of 18 Floors,1 to 5 Year Old,South
Realtech Nirman Bela,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-realtech-nirman-bela-rajarhat-kolkata-east-774-sq-ft-spid-L82788654,2 BHK Flat,34 Lac,774 sqft,Built-up Area,"4,392 /sqft","Rajarhat, Kolkata",,"We are the proud owners of this 2 bhk apartment available in realtech nirman bela, rajarhat, kolkata east. This semi-Furnished apartment it is a and the unit is located on 4th floor and has a built up area of 774 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.The flat is se facing, with three sides open, all modern amenities are there, like lift, swimming pool, 2...",L82788654,"Realtech Nirman Bela, Rajarhat, Kolkata",Realtech Nirman Bela,,"['1 Wardrobe', '3 Fan', '1 Fridge', '1 Sofa', '1 Washing Machine', '1 Stove', '12 Light', '1 Curtains']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM']","['Shitala Mandir', 'Kali Temple', 'State bank of india ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Bank of baroda ATM']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 5 Floors,1 to 5 Year Old,
SMRITINIKETAN CO-OPERATIVE HOUSING SOCIETY LIMITED,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-new-town-kolkata-east-1400-sq-ft-spid-J82436936,3 BHK Flat,1.35 Cr,"1,400 sqft",Built-up Area,"9,642 /sqft","New Town, Kolkata",,"This beautiful 3 bhk flat in new town, kolkata east is situated in between biswa bangla gate and new town school. One of the popular residential society in kolkata east. The flat occupies a built up area of 1200 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balcony. The property is located on the 6th floor of a 13th floor tall building. This is a ready to move project and the property i...",J82436936,"SMRITINIKETAN CO-OPERATIVE HOUSING SOCIETY LIMITED, New Town, Kolkata",,,[],[],"['Terminus Mall', 'mandir', 'Kali Temple', 'Hdfc bank ATM', 'Axis bank ATM', 'Citibank ATM', 'Apollo Dental Clinic']",[],3 Bedrooms,2 Bathrooms,2 Balconies,,6th   of 13 Floors,Within 6 months,
Purbachal Bijoygarh,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bijoygarh-kolkata-south-1012-sq-ft-spid-O83306806,3 BHK Flat,36 Lac,"1,012 sqft",Super Built-up Area,"3,557 /sqft","Bijoygarh, Kolkata",,"The building exterior painting has been done recently. Hence this major expenditure to be shared among the only 3 flat owners would not arise for next 8-10 years. Moreover, the common maintenance cost is quite low. Besides it's well maintained bedrooms, it has drawing room with balcony overlooking the sides being a corner building. That makes the flat well lighted and airy. There are shops and ...",O83306806,"Purbachal Bijoygarh, Bijoygarh, Kolkata",,,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '11 Light', '1 AC', '1 TV', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']",['Low Density Society'],"['Viveknagar Kalibari', 'Sri Sri 108 Doyal Baba Asram', 'Lake Pally Shiv Mandir', 'Sitala Temple', 'Sree Guru Sangha Main Gate']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 3 Floors,10+ Year Old,South-East
Radha Krishna Villa,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-p-majumder-road-kolkata-south-720-sq-ft-spid-J83373018,2 BHK Flat,43 Lac,720 sqft,Super Built-up Area,"5,972 /sqft","P Majumder Road, Kolkata",,"Garage area: 230 sq.Ft (2 covered car parks) 3-Side open flat (South, east, north) well-Ventilated with natural light Electricity setup supports 3 ac units running simultaneously",J83373018,"Radha Krishna Villa, P Majumder Road, Kolkata",,,['4 Wardrobe'],[],"['Hari Sava.Lord Krishna Temple', 'Old Radha Krishna Temple', 'Sada Kali Mandir', 'Lord Shiva Temple', 'Shitala Mandir']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,North-East
LOKENATH HOUSE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-halisahar-north-24-parganas-1144-sq-ft-r1-spid-I81201493,3 BHK Flat,34.32 Lac,"1,144 sqft",Super Built-up Area,"3,000 /sqft","Halisahar, Kanchrapara, North 24 Parganas",,"Prime location in kancharapara & halisahar perfect for your dream home or business! Strategically located at the heart of kancharapara and halisahar, this property enjoys a prime position on a 40-Foot-Wide main road. With seamless connectivity, it is: - 7 minutes from kancharapara station - 15 minutes from halisahar station - 500 meters from dunlop ghat - Just 2 minutes from bagmores commercial...",I81201493,"LOKENATH HOUSE, Halisahar, Kanchrapara, North 24 Parganas",,,[],"['Lift(s)', 'Water Storage', 'Visitor Parking']",[],"['Main Road,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 5 Floors,0 to 1 Year Old,North
Riddhi Siddhi Garden,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-riddhi-siddhi-garden-joka-kolkata-south-1017-sq-ft-spid-H82216108,2 BHK Flat,49 Lac,"1,017 sqft",Carpet Area,"4,818 /sqft","Joka, Kolkata South",,"2 bedrooms, 1 drawing cum dinning room (L shape) 2 balconies east facing, 2 bathrooms (1 attached to bed room) , gated society with club house & swimming pool etc with all faciilities, opposite esi hospital, 1 km away to iim kolkata.",H82216108,"Riddhi Siddhi Garden, Joka, Kolkata South",,,"['3 Fan', '2 Geyser', '4 Light']",[],"['Dhali Para Masjid', 'Kasturi Medical Centre Pvt Ltd', 'Bangur Medicare Research Institute', 'Gay-Land Nursing Home', 'Swadesh Basu Hospital']",[],2 Bedrooms,2 Bathrooms,2 Balconies,,1st   of 4 Floors,10+ Year Old,
Siddha Suburbia,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-siddha-suburbia-baruipur-kolkata-south-915-sq-ft-spid-Q81676146,2 BHK Flat,55 Lac,915 sqft,Super Built-up Area,"6,010 /sqft","Baruipur, Kolkata South","Fresh Construction
Gated Society
+2","Skywalk Siddha suburbia on southern bypass. 915 sq ft, 2 bhk, south facing & podium facing, 3rd floor. 1 independent mlcp parking",Q81676146,"Siddha Suburbia, Baruipur, Kolkata South",Siddha Suburbia,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Kavi Nazrul Metro', 'Metropolis Mall', 'EM Bypass', 'Narendrapur Ramakrishna Mission', 'Indus Valley World School']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 14 Floors,0 to 1 Year Old,South
Alokananda Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-garia-kolkata-south-677-sq-ft-spid-I83048298,2 BHK Flat,35 Lac,677 sqft,Super Built-up Area,"5,169 /sqft","Garia, Kolkata",,Very near to garia 5 no busstand and 6 no busstand. Very near to metro station,I83048298,"Alokananda Apartment, Garia, Kolkata",,,[],[],"['Kavi nazrul metro station', 'Shahid khudiram metro station', 'Kavi subhash metro station', 'Sitala mandir', 'Gosto Mandir']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 2 Floors,10+ Year Old,South-East
Sunny Vally,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sunny-vally-fartabad-kolkata-south-1265-sq-ft-spid-Z82411768,3 BHK Flat,72 Lac,"1,265 sqft",Super Built-up Area,"5,691 /sqft","Fartabad, Garia","North-East Facing
Gated Society
+2","Resale property, ready to move flat. All modern amenities ar available here. Gated community . Close to metro.",Z82411768,"Sunny Vally, Fartabad, Garia",,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Shahid khudiram metro station', 'Kavi subhash metro station', 'Kavi nazrul metro station', 'Maa kali temple garia dhalua']","['Pool,Park/Garden,Club']",3 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,5 to 10 Year Old,North-East
Rajwada Windsor Greens,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahamayatala-kolkata-south-1270-sq-ft-spid-D82416374,3 BHK Flat,70 Lac,"1,270 sqft",Super Built-up Area,"5,511 /sqft","Mahamayatala, Garia","Gated Society
Overlooking Park/Garden
+1",Resale property ready to move flat. All mordan amenities ar available here. Gated community. Close to metro. Close to hospital.,D82416374,"Rajwada Wdsor Greens , Mahamayatala, Garia",,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']","['Shahid khudiram metro station', 'Kavi nazrul metro station', 'Sitala mandir', 'Gosto Mandir', 'Maa kali temple garia dhalua']","['Park/Garden,Club']",3 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,10+ Year Old,South-East
RAI APARTMENT,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bansdroni-kolkata-south-780-sq-ft-spid-C82000486,2 BHK Flat,26 Lac,780 sqft,Super Built-up Area,"3,333 /sqft","Bansdroni, Kolkata","Top Floor
Close to Metro Station
+2","It is big size 2.5 bhk, 1.8 km distrance from masterda surya sen metro station. Near school, bazar, auto stand. I'm property owner. So contact me directly. No hidden charges and brokerage.",C82000486,"RAI APARTMENT , Bansdroni, Kolkata",,,[],[],"['Netaji metro station', 'Sitala Temple', 'Sree Guru Sangha Main Gate', 'Sri Sri 108 Doyal Baba Asram', 'Brahmapur Badamtala Jame Masjid']",[],2 Bedrooms,2 Bathrooms,1 Balcony,"Study Room,Pooja Room",2nd   of 2 Floors,1 to 5 Year Old,South-East
Rwitika Abasan,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-math-bagan-kolkata-north-1100-sq-ft-spid-T82211564,2 BHK Flat,35 Lac,"1,100 sqft",Super Built-up Area,"3,181 /sqft","Math Bagan, Sodepur",,"It is an we organised flat covering the entire ground floor, so can use the entire basement or lobby. Walking distance from both sodepur railway station and b t road. Loanable property.",T82211564,"Rwitika Abasan, Math Bagan, Sodepur",,,[],[],"['Jora Sib Mondir', 'Dewan Medicare And Nursing Home', 'Restroative Clinic Pvt.Ltd.', 'Vasan Eye Care Hospital Sodepur', 'Anupama Eye Care']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,Ground of 4 Floors,5 to 10 Year Old,
ballygunge Circular,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ballygunge-circular-road-kolkata-south-2000-sq-ft-spid-N82542100,4 BHK Flat,2.5 Cr,"2,000 sqft",Built-up Area,"13,888 /sqft","Ballygunge Circular Road, Kolkata","Corner Property
Overlooking Park/Garden
+1","The apartment is open from 3 sides with excellent sunlight, breeze and view . The rooms are spacious and modern. One covered car park is included.",N82542100,"ballygunge Circular, Ballygunge Circular Road, Kolkata",,,"['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '12 Light', '6 AC', '1 Modular Kitchen', '1 Curtains', '3 Bed', '4 Wardrobe', '1 Sofa']","['Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting']","['Ice Skating Rink', 'Jyotirmoyee Radha Krishna Mandir', 'Sbi ATM', 'Hsbc ATM', 'Union bank ATM', 'Duncan Gleneagles Hospitals']",['Park/Garden'],4 Bedrooms,4 Bathrooms,3 Balconies,,1st   of 6 Floors,10+ Year Old,
Standalone Building,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-standalone-building-italgacha-kolkata-north-805-sq-ft-spid-X82031100,2 BHK Flat,32 Lac,805 sqft,Built-up Area,"3,975 /sqft","Italgacha, North Dumdum","Top Floor
Overlooking Main Road","Next to cbsc schools, jessore road metro 5 mts by walk Dum dum airport 3 kms distance only.",X82031100,"Standalone Buildg, Italgacha, North Dumdum",,,"['1 Bed', '1 Wardrobe', '1 Water Purifier', '3 Fan', '1 Exhaust Fan', '1 Geyser', '4 Light', '1 Modular Kitchen']","['Security / Fire Alarm', 'Water Storage']","['Shitala Mandir', 'Mother Teresa Church', 'Axis bank ATM', 'Phoenix Hospital And Diagnostic Centre Pvt Ltd', 'Aparna Nursing Home']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 3 Floors,10+ Year Old,
later,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chinar-park-kolkata-east-1293-sq-ft-spid-C80087441,3 BHK Flat,64 Lac,"1,293 sqft",Carpet Area,"4,949 /sqft","Char Park, Kolkata",Top Floor,"The property is located on the rajarhat main road at dashadrone. It is a three side (North, east, south) open property .All the required amenities like lift, 24 hours boring water, water treatment plant, 24 *7 security service, power backup, cctv surveillance , community hall are available here.City center2 , haldiram, airport, charnock hospital are very near to it.Easy access to market for dai...",C80087441,"later, Char Park, Kolkata",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Water Storage', 'Visitor Parking']","['Shitala Mandir', 'Kali mandir', 'Kali Temple', 'Manasha Mandir', 'Kali Mandir', 'State bank of india ATM', 'Axis bank ATM']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 5 Floors,10+ Year Old,South-East
Adya Highrise,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adya-highrise-tollygunge-kolkata-south-1292-sq-ft-spid-X80203299,3 BHK Flat,87 Lac,"1,292 sqft",Super Built-up Area,"6,965 /sqft","Tollygunge, Kolkata",,"Adya highrise is one of kolkata south's most sought after destination for apartments and this 3 bhk flat in tollygunge is your opportunity to be a part of this community. The flat occupies a super built up area of 1292 sq.Ft. That consists of 3 bedrooms, 2 bathrooms . The residential building has 9 floors in total and the flat for sale is located on the 8th floor. An added advantage of this 5-1...",X80203299,"Adya Highrise, Tollygunge, Kolkata",Adya Highrise,,[],[],"['Netaji metro station', 'Behala Market', 'Santoshi Maa Mandir', 'Gouria moth', 'Dhali Para Masjid', 'Shibaloy', 'Kali Temple']",[],3 Bedrooms,2 Bathrooms,No Balcony,,8th   of 9 Floors,5 to 10 Year Old,
Naha Residency,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dum-dum-park-kolkata-north-1198-sq-ft-spid-W81694258,3 BHK Flat,69.48 Lac,"1,198 sqft",Super Built-up Area,"5,800 /sqft","Dum Dum Park, Kolkata",,Prime location at dum dum park,W81694258,"Naha Residency , Dum Dum Park, Kolkata",,,[],"['Security / Fire Alarm', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",[],[],3 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 7 Floors,Within 3 months,
Sudha Residency,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sudha-residency-baguiati-kolkata-north-980-sq-ft-spid-P80127873,2 BHK Flat,35 Lac,980 sqft,Super Built-up Area,"3,571 /sqft","Baguiati, Kolkata",,"We are the proud owners of this 2 bhk apartment available in chowdhury s k dev road, lake town, kolkata north. This it is a and the unit is located on 1st floor and has a super built-Up area of 980 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.",P80127873,"Sudha Residency, Baguiati, Kolkata",,,[],[],"['Lichubagan Radha Krishna Temple', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Union bank of india ATM', 'Allahabad bank ATM']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 3 Floors,5 to 10 Year Old,
Suniti Apartment,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vip-road-kolkata-north-1157-sq-ft-spid-Z82519046,3 BHK Flat,52.06 Lac,"1,157 sqft",Super Built-up Area,"4,500 /sqft","VIP Road, Kolkata","Private Garden
Club/ Community Center","It's just 5 mins walking distance from vip and also from jessore road, and 10 mins from airport",Z82519046,"Suniti Apartment, VIP Road, Kolkata",,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Club house / Community Center']","['Central park metro station', 'City Centre 1', 'The Church of Jesus Christ of Latter-day Saints', 'State bank of india ATM', 'Allahabad bank ATM']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 3 Floors,Within 3 months,
Manjushree Appartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-haridevpur-kolkata-south-820-sq-ft-spid-Q82748706,2 BHK Flat,27 Lac,820 sqft,Super Built-up Area,"3,292 /sqft","Haridevpur, Putiary, Kolkata",,"Living in the heart of tollygunge, south kolkata, 820 sqft, marble-Floored flat on the 1st floor, barely 7 minutes from mahanayak uttam kumar metro station. Recently maintained, this used-But-New-Like property is a rare find. Only genuine customers can contact.",Q82748706,"Manjushree Appartment, Haridevpur, Putiary, Kolkata",,,[],[],"['Netaji metro station', 'Mahanayak uttam kumar metro station', 'Gouria moth', 'Santoshi Maa Mandir', 'Dhali Para Masjid']",[],2 Bedrooms,1 Bathroom,1 Balcony,,1st   of 3 Floors,5 to 10 Year Old,
Ashirbad appartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bara-nagar-kolkata-north-838-sq-ft-spid-U82537306,2 BHK Flat,42 Lac,838 sqft,Carpet Area,"5,011 /sqft","Bara Nagar, Kolkata","Top Floor
Close to Metro Station
+2","Lift , car and bike parking available..Security guard available",U82537306,"Ashirbad appartment , Bara Nagar, Kolkata",,,"['1 Bed', '1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Microwave', '1 Light', '1 Modular Kitchen']","['Security / Fire Alarm', 'Lift(s)', 'Water Storage', 'Visitor Parking']","['Baranagar metro station', 'Dakshineshwar metro station', 'Paradise Nursing Home Kolkata', 'Baranagar State General Hospital']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,10+ Year Old,South
