Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Rishi Pranaya,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rishi-pranaya-new-town-kolkata-east-1221-sq-ft-spid-A82733748,3 BHK Flat,94 Lac,"1,221 sqft",Super Built-up Area,"7,698 /sqft","New Town, Kolkata","Top Floor
Overlooking Park/Garden
+2",Rishi pranaya Land mark - Dps megacity & tata madical 2 minits & sector v metro 10 mintu airport 20 minutes & very good property & nice view,,,,,[],[],[],[],0,0,0,,0,,
Urban Sabujayan,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-urban-sabujayan-kalikapur-kolkata-south-1885-sq-ft-spid-C82520578,4 BHK Flat,1.17 Cr,"1,885 sqft",Super Built-up Area,"6,206 /sqft","Kalikapur, Kolkata","Gated Society
Corner Property
+2","Urban sabujayan is one of kolkata south's most sought after destination for apartments and this 4 bhk flat in kalikapur is your opportunity to be a part of this community. The flat is facing the south-East direction. Containing 4 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1885 sq.Ft. This flat lies on the 3rd level of a 4 storey building. Being a ...",C82520578,"Urban Sabujayan, Kalikapur, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Hindu Temple', 'Maa kali temple', 'Shoni thakur mandir', 'Maa Kali mandir', 'Lord Shiva Temple', 'Sada Kali Mandir']","['Pool,Park/Garden,Club,Main Road,Others']",4 Bedrooms,3 Bathrooms,2 Balconies,Others,3rd   of 4 Floors,1 to 5 Year Old,East
Urban Sabujayan,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-urban-sabujayan-kalikapur-kolkata-south-1874-sq-ft-spid-Q80958085,4 BHK Flat,1.12 Cr,"1,874 sqft",Super Built-up Area,"6,000 /sqft","Kalikapur, Kolkata","Gated Society
Corner Property
+2","This beautiful 4 bhk flat in kalikapur, kolkata south is situated in urban sabujayan, one of the popular residential society in kolkata south. This is a south-Facing property. Containing 4 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1874 sq.Ft. This flat lies on the 2nd level of a 4 storey building. This 1-5 years old property is available for imme...",Q80958085,"Urban Sabujayan, Kalikapur, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Hindu Temple', 'Maa kali temple', 'Shoni thakur mandir', 'Maa Kali mandir', 'Lord Shiva Temple', 'Sada Kali Mandir']","['Pool,Park/Garden,Club,Others,Main Road']",4 Bedrooms,3 Bathrooms,2 Balconies,,2nd   of 4 Floors,1 to 5 Year Old,North-West
Shanti Kunja,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-khardah-kolkata-north-680-sq-ft-spid-C82970370,2 BHK Flat,20.4 Lac,680 sqft,Super Built-up Area,"3,000 /sqft","Khardah, BT Road","Fresh Construction
Vitrified Flooring","Shanti kunja is one of the most popular destination for buying apartments/ flats in khardah, kolkata north. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the south-West direction. The floor plan additionally contains 2 bedroom(s), 1 bathroom and 1 balcony. All in all, the flat is spread over a super built up area of 680 sq.Ft. This flat is situated...",C82970370,"Shanti Kunja, Khardah, BT Road",,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park']","['Sri Jagannath Mandir', 'Jora Sib Mondir', 'Jibandeep Specialist Clinic and Day Care Centre', 'Sankara Jyoti Eye Institute', 'Sree Balaram Seva Mandir State General Hospital']",['Others'],2 Bedrooms,1 Bathroom,1 Balcony,Others,2nd   of 6 Floors,0 to 1 Year Old,South-West
Hiland Park,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiland-park-em-bypass-kolkata-south-1328-sq-ft-spid-T82236628,3 BHK Flat,1.1 Cr,"1,328 sqft",Super Built-up Area,"9,090 /sqft","EM Bypass, Kolkata South",,"Looking for a 3 bhk property for sale in kolkata south? Buy this 3 bhk flat in hiland park that is situated in em bypass, kolkata south. This residential flat is south-West-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1328 sq.Ft. The residential building has 27 floors in total and the...",T82236628,"Hiland Park, EM Bypass, Kolkata South",Hiland Park,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Club house / Community Center', 'Rain Water Harvesting']","['Kavi subhash metro station', 'Shahid khudiram metro station', 'Lake Pally Shiv Mandir', 'Sri Sri 108 Doyal Baba Asram', 'Hanuman Mandir']",['Main Road'],3 Bedrooms,3 Bathrooms,1 Balcony,,9th   of 27 Floors,5 to 10 Year Old,South-West
Alcove New Kolkata Sangam,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-alcove-new-kolkata-sangam-serampore-hooghly-1040-sq-ft-spid-Z83479148,3 BHK Flat,52 Lac,"1,040 sqft",Carpet Area,"5,000 /sqft","Serampore, Hooghly","Fitness Center/ Gym
Club/ Community Center
+1",3bhk flat with modern facility in society Additional details :,Z83479148,"Alcove New Kolkata Sangam, Serampore, Hooghly",Alcove New Kolkata Sangam,,[],"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",[],[],3 Bedrooms,3 Bathrooms,1 Balcony,,17th   of 29 Floors,1 to 5 Year Old,South
Heavens Gateway,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-heavens-gateway-narendrapur-kolkata-south-870-sq-ft-spid-U82449512,2 BHK Flat,30.5 Lac,870 sqft,Super Built-up Area,"3,505 /sqft","Narendrapur, Kolkata","Gated Society
Fitness Center/ Gym
+2","Heavens gateway. Ready to move flat at complex available in narendrapur sonargaon.All standard amenities and facilities are available.Car parking available, zero brokerage . Additional details :",U82449512,"Heavens Gateway, Narendrapur, Kolkata",Heavens Gateway,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM']","['Wood Square Mall', 'Future Institute Of Engineering', ""St.Stephen's School"", 'Asia Heart Foundation College', 'Ramakrisna Mission Vidyalaya']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,East
Heavens Gateway,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-heavens-gateway-narendrapur-kolkata-south-1287-sq-ft-spid-H82427136,3 BHK Flat,45.1 Lac,"1,287 sqft",Super Built-up Area,"3,504 /sqft","Narendrapur, Kolkata","Gated Society
Fitness Center/ Gym
+1","Heavens gateway, ready to move flat at complex available in narendrapur sonargaon.2 bhk and 3 bhk available, car parking available, all standard amenities and facilities are available.Zerk brokerage. Additional details :",H82427136,"Heavens Gateway, Narendrapur, Kolkata",Heavens Gateway,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM']","['Wood Square Mall', 'Future Institute Of Engineering', ""St.Stephen's School"", 'Asia Heart Foundation College', 'Ramakrisna Mission Vidyalaya']",[],3 Bedrooms,2 Bathrooms,2 Balconies,,2nd   of 4 Floors,1 to 5 Year Old,East
Heavens Gateway,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-heavens-gateway-narendrapur-kolkata-south-1339-sq-ft-spid-F82426992,3 BHK Flat,46.9 Lac,"1,339 sqft",Super Built-up Area,"3,502 /sqft","Narendrapur, Kolkata","Gated Society
Fitness Center/ Gym
+1","Heavens gateway, ready to move flat at complex available in narendrapur sonargaon.2 bhk and 3 bhk available, car parking available, all standard amenities and facilities are available.Zerk brokerage. Additional details :",F82426992,"Heavens Gateway, Narendrapur, Kolkata",Heavens Gateway,,[],"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM']","['Wood Square Mall', 'Future Institute Of Engineering', ""St.Stephen's School"", 'Asia Heart Foundation College', 'Ramakrisna Mission Vidyalaya']",[],3 Bedrooms,2 Bathrooms,2 Balconies,,1st   of 4 Floors,1 to 5 Year Old,South-East
Heavens Gateway,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-heavens-gateway-narendrapur-kolkata-south-978-sq-ft-spid-L81504649,2 BHK Flat,33.74 Lac,978 sqft,Super Built-up Area,"3,449 /sqft","Narendrapur, Kolkata","Gated Society
Fitness Center/ Gym",New ready to move flat at complex available in narendrapur sonargaon.Buy and get 10 gm gold coin .Offer valid till 1 st may.Car parking available . Additional details :,L81504649,"Heavens Gateway, Narendrapur, Kolkata",Heavens Gateway,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Fitness Centre / GYM']","['Wood Square Mall', 'Future Institute Of Engineering', ""St.Stephen's School"", 'Asia Heart Foundation College', 'Ramakrisna Mission Vidyalaya']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,1 to 5 Year Old,South
Heavens Gateway,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-heavens-gateway-narendrapur-kolkata-south-992-sq-ft-spid-L81505227,2 BHK Flat,34.22 Lac,992 sqft,Super Built-up Area,"3,449 /sqft","Narendrapur, Kolkata",,New ready to move flat at complex available in narendrapur sonargaon.Buy and get 10 gm gold coin .Offer valid till 1 st may.Car parking available . Additional details :,,,,,[],[],[],[],0,0,0,,0,,
Heavens Gateway,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-heavens-gateway-narendrapur-kolkata-south-1339-sq-ft-spid-Y81486585,3 BHK Flat,45.5 Lac,"1,339 sqft",Super Built-up Area,"3,398 /sqft","Narendrapur, Kolkata","Top Floor
Fresh Construction
+2","Ready to move flat at complex available at narendrapur sonargaon. Buy and get 10 gm gold coin, offer till 1st may.Car parking available. Come and visit.",Y81486585,"Heavens Gateway, Narendrapur, Kolkata",Heavens Gateway,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']","['Wood Square Mall', 'Future Institute Of Engineering', ""St.Stephen's School"", 'Asia Heart Foundation College', 'Ramakrisna Mission Vidyalaya']",[],3 Bedrooms,3 Bathrooms,2 Balconies,,4th   of 4 Floors,0 to 1 Year Old,South
Heavens Gateway,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-heavens-gateway-narendrapur-kolkata-south-992-sq-ft-spid-I81459225,2 BHK Flat,33.72 Lac,992 sqft,Super Built-up Area,"3,399 /sqft","Narendrapur, Kolkata","North Facing
Fresh Construction
+2","Buy ready to move flat with gold coin ,offer valid till 1/5/25, gated community complex with all luxury amenities and facilities. Contact for more details",I81459225,"Heavens Gateway, Narendrapur, Kolkata",Heavens Gateway,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM']","['Wood Square Mall', 'Future Institute Of Engineering', ""St.Stephen's School"", 'Asia Heart Foundation College', 'Ramakrisna Mission Vidyalaya']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,0 to 1 Year Old,North
Merlin Verve,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-merlin-verve-tollygunge-kolkata-south-675-sq-ft-spid-L82735362,2 BHK Flat,90 Lac,675 sqft,Built-up Area,"13,333 /sqft","Tollygunge, Kolkata","Gated Society
Overlooking Park/Garden
+2","This 2 bhk apartment is available for sale in merlin verve, one of the most prominent projects for flats in tollygunge, kolkata south. This property faces the south-East direction. Constructed on a built up area of 675 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 12 floors in total and the flat for sale is located on the 10th floor. Being a re...",L82735362,"Merl Verve, Tollygunge, Kolkata",Merlin Verve,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Mahanayak Uttam Kumar Metro', 'Ashok Nagar Bazar', 'Karunamoyee Bridge', 'NSHM Knowledge Campus', 'Sit N N Girls High School']","['Main Road,Others,Club,Park/Garden,Pool']",2 Bedrooms,2 Bathrooms,1 Balcony,,10th   of 12 Floors,1 to 5 Year Old,South-East
Hiland Park,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiland-park-em-bypass-kolkata-south-1264-sq-ft-spid-I81333041,3 BHK Flat,1.11 Cr,"1,264 sqft",Super Built-up Area,"8,781 /sqft","EM Bypass, Kolkata South","Gated Society
Corner Property
+2","Hiland park is one of the most popular destination for buying apartments/ flats in em bypass, kolkata south. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is south-East-Facing direction. The flat occupies a super built up area of 1264 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 15th floor of a 27...",I81333041,"Hiland Park, EM Bypass, Kolkata South",Hiland Park,,"['2 Bed', '5 Fan', '5 Light', '2 AC']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Kavi subhash metro station', 'Shahid khudiram metro station', 'Lake Pally Shiv Mandir', 'Hanuman Mandir', 'Kali Mandir']","['Pool,Park/Garden']",3 Bedrooms,2 Bathrooms,1 Balcony,,15th   of 27 Floors,10+ Year Old,North-East
"SB Residency, New Booking",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-1-kolkata-east-1751-sq-ft-spid-J82368472,3 BHK Flat,1.2 Cr,"1,751 sqft",Built-up Area,"6,853 /sqft","Action Area 1, Kolkata","Overlooking Main Road
Vitrified Flooring","Situated in action area 1, kolkata east, sb residency is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata east is your opportunity to be a part of this community. This is a south-Facing property. The flat occupies a built up area of 1751 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. The property is located on the 2nd f...",J82368472,"SB Residency, New Bookg, Action Area 1, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Axis bank ATM']",['Main Road'],3 Bedrooms,3 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,South
Tolly Exotica,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tolly-exotica-ranikuthi-kolkata-south-1645-sq-ft-spid-Z81843332,3 BHK Flat,1.8 Cr,"1,645 sqft",Super Built-up Area,"10,942 /sqft","Ranikuthi, Regent Park, Kolkata","North Facing
Tollygunge Metro within 2km
+2","This lovely 3 bhk apartment/flat in ranikuthi is available for sale in one of kolkata south's most popular projects, tolly exotica. The flat is facing the north direction. Constructed on a super built up area of 1645 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 12th floor of this 15 floors tall residential building. This 5-10 years old propert...",Z81843332,"Tolly Exotica, Ranikuthi, Regent Park, Kolkata",,,[],"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Club house / Community Center']","['Netaji metro station', 'Mahanayak uttam kumar metro station', 'Gouria moth', 'Sitala Temple', 'Sri Sri 108 Doyal Baba Asram']",[],3 Bedrooms,3 Bathrooms,1 Balcony,,12nd   of 15 Floors,5 to 10 Year Old,North
PS ONE 10,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ps-one-10-new-town-kolkata-east-1501-sq-ft-spid-G81814884,4 BHK Flat,2.85 Cr,"1,501 sqft",Carpet Area,"18,987 /sqft","New Town, Kolkata","The Newtown School within 1.5km
Ohio Hospital within 3km
+1","This lovely 4 bhk apartment/flat in new town is available for sale in one of kolkata east's most popular projects, ps one 10. This property faces the south direction. Constructed on a carpet area of 1501 sq.Ft., the flat comprises 4 bedroom(s), 5 bathrooms and 2 balconies. The flat has a total of 20 floors and this property is situated on 7th floor. Being a ready to move project, you can expect...",G81814884,"PS ONE 10, New Town, Kolkata",PS ONE 10,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Nazrul Tirtha Metro Station', 'Galaxy Mall', 'Biswa Bangla Sarani', 'The Newtown School', 'Aliah University', 'Ohio Hospital']","['Pool,Park/Garden']",4 Bedrooms,5 Bathrooms,2 Balconies,Servant Room,7th   of 20 Floors,1 to 5 Year Old,South
